action_time,user_id,sku_id,type,sessionId,index
2018-03-01 00:10:11,179167,10182,1,651,1519863011.0
2018-03-01 00:10:43,144363,67689,1,93,1519863043.0
2018-03-01 00:10:46,184107,304902,1,1373,1519863046.0
2018-03-01 00:10:58,172609,335061,1,1392,1519863058.0
2018-03-01 00:11:02,5016,78161,1,1470,1519863062.0
2018-03-01 00:11:12,274187,75078,1,1488,1519863072.0
2018-03-01 00:11:14,70992,173207,1,226,1519863074.0
2018-03-01 00:11:15,5016,217024,1,1470,1519863075.0
2018-03-01 00:11:15,79977,181711,1,669,1519863075.0
2018-03-01 00:11:18,56490,150122,1,786,1519863078.0
2018-03-01 00:11:19,5016,122433,1,1470,1519863079.0
2018-03-01 00:11:25,66508,13795,1,1504,1519863085.0
2018-03-01 00:11:32,5016,310521,1,1470,1519863092.0
2018-03-01 00:11:33,144363,2103,1,93,1519863093.0
2018-03-01 00:11:46,225956,378299,1,1530,1519863106.0
2018-03-01 00:11:47,167212,378280,1,1532,1519863107.0
2018-03-01 00:11:47,66508,50764,1,1504,1519863107.0
2018-03-01 00:11:53,225956,348660,1,1530,1519863113.0
2018-03-01 00:11:54,102161,124035,1,842,1519863114.0
2018-03-01 00:12:02,23056,240172,1,1556,1519863122.0
2018-03-01 00:12:03,225956,151055,1,1530,1519863123.0
2018-03-01 00:12:08,225956,311358,1,1530,1519863128.0
2018-03-01 00:12:10,5016,188868,1,1470,1519863130.0
2018-03-01 00:12:11,70992,187358,1,226,1519863131.0
2018-03-01 00:12:13,225956,95935,1,1530,1519863133.0
2018-03-01 00:12:22,184107,334433,1,1373,1519863142.0
2018-03-01 00:12:27,259317,234461,1,1580,1519863147.0
2018-03-01 00:12:31,102161,43469,1,842,1519863151.0
2018-03-01 00:12:33,23056,287658,1,1556,1519863153.0
2018-03-01 00:12:41,53638,77059,1,535,1519863161.0
2018-03-01 00:12:49,70992,352177,1,226,1519863169.0
2018-03-01 00:13:13,274187,177973,1,1488,1519863193.0
2018-03-01 00:13:33,167212,81164,1,1532,1519863213.0
2018-03-01 00:13:33,259317,261960,1,1580,1519863213.0
2018-03-01 00:13:39,184107,148258,1,1373,1519863219.0
2018-03-01 00:13:42,251448,55086,1,1673,1519863222.0
2018-03-01 00:13:51,31313,266672,1,1296,1519863231.0
2018-03-01 00:14:08,163222,313000,2,435,1519863248.0
2018-03-01 00:14:09,274187,79087,1,1488,1519863249.0
2018-03-01 00:14:15,70992,205814,1,226,1519863255.0
2018-03-01 00:14:20,102161,196630,1,842,1519863260.0
2018-03-01 00:14:22,251448,68588,1,1673,1519863262.0
2018-03-01 00:14:27,251448,111166,1,1673,1519863267.0
2018-03-01 00:14:29,114691,322155,1,388,1519863269.0
2018-03-01 00:14:29,144363,134616,1,93,1519863269.0
2018-03-01 00:14:43,102161,143773,1,842,1519863283.0
2018-03-01 00:14:44,184107,120111,1,1373,1519863284.0
2018-03-01 00:14:55,248777,121483,2,1202,1519863295.0
2018-03-01 00:14:56,56490,128486,1,786,1519863296.0
2018-03-01 00:15:06,259317,66056,1,1580,1519863306.0
2018-03-01 00:15:09,192955,326391,1,1787,1519863309.0
2018-03-01 00:15:11,274187,319638,1,1488,1519863311.0
2018-03-01 00:15:16,70992,128397,1,226,1519863316.0
2018-03-01 00:15:17,78233,316822,1,1793,1519863317.0
2018-03-01 00:15:26,251448,265146,1,1673,1519863326.0
2018-03-01 00:15:32,192955,174925,1,1787,1519863332.0
2018-03-01 00:15:32,200631,218664,1,1816,1519863332.0
2018-03-01 00:15:35,251448,34444,1,1673,1519863335.0
2018-03-01 00:15:36,123485,95330,1,1826,1519863336.0
2018-03-01 00:15:39,23056,313236,1,1556,1519863339.0
2018-03-01 00:15:46,114691,254744,1,388,1519863346.0
2018-03-01 00:15:48,200631,42973,1,1816,1519863348.0
2018-03-01 00:15:54,23210,184165,1,1852,1519863354.0
2018-03-01 00:15:54,124108,68994,2,1321,1519863354.0
2018-03-01 00:15:57,232052,250176,2,652,1519863357.0
2018-03-01 00:16:05,200631,138139,1,1816,1519863365.0
2018-03-01 00:16:07,251448,304853,1,1673,1519863367.0
2018-03-01 00:16:14,251448,243245,1,1673,1519863374.0
2018-03-01 00:16:23,5016,49621,1,1470,1519863383.0
2018-03-01 00:16:24,251448,40187,1,1673,1519863384.0
2018-03-01 00:16:38,102161,222524,1,842,1519863398.0
2018-03-01 00:16:44,112992,175025,1,800,1519863404.0
2018-03-01 00:16:45,259317,164747,1,1580,1519863405.0
2018-03-01 00:16:55,5016,307033,1,1470,1519863415.0
2018-03-01 00:17:03,209879,33979,1,1921,1519863423.0
2018-03-01 00:17:03,144363,112836,1,93,1519863423.0
2018-03-01 00:17:11,112992,243286,1,800,1519863431.0
2018-03-01 00:17:14,251448,137922,1,1673,1519863434.0
2018-03-01 00:17:36,123485,95330,2,1826,1519863456.0
2018-03-01 00:18:10,5016,271571,1,1470,1519863490.0
2018-03-01 00:18:19,267619,35735,2,382,1519863499.0
2018-03-01 00:18:38,5016,101645,1,1470,1519863518.0
2018-03-01 00:18:43,114691,285152,1,388,1519863523.0
2018-03-01 00:18:44,269666,359647,1,281,1519863524.0
2018-03-01 00:18:45,112992,306739,1,800,1519863525.0
2018-03-01 00:18:48,114691,87167,1,388,1519863528.0
2018-03-01 00:19:12,276290,122969,1,2062,1519863552.0
2018-03-01 00:19:12,5016,24467,1,1470,1519863552.0
2018-03-01 00:19:15,103520,141767,1,2064,1519863555.0
2018-03-01 00:19:22,139369,109141,1,2070,1519863562.0
2018-03-01 00:19:28,139369,101338,1,2070,1519863568.0
2018-03-01 00:19:28,209879,40187,1,1921,1519863568.0
2018-03-01 00:19:41,23210,94930,1,1852,1519863581.0
2018-03-01 00:19:41,209879,137922,1,1921,1519863581.0
2018-03-01 00:19:48,5016,306352,1,1470,1519863588.0
2018-03-01 00:19:55,172609,136169,1,1392,1519863595.0
2018-03-01 00:20:01,139369,338233,1,2070,1519863601.0
2018-03-01 00:20:15,102161,39828,1,842,1519863615.0
2018-03-01 00:20:16,259317,60452,1,1580,1519863616.0
2018-03-01 00:20:28,103520,218664,1,2064,1519863628.0
2018-03-01 00:20:36,276290,369500,1,2062,1519863636.0
2018-03-01 00:20:45,136624,291666,1,2174,1519863645.0
2018-03-01 00:20:45,276290,25448,1,2062,1519863645.0
2018-03-01 00:21:06,242935,142280,1,2201,1519863666.0
2018-03-01 00:21:14,5016,234872,1,1470,1519863674.0
2018-03-01 00:21:15,139369,192517,1,2070,1519863675.0
2018-03-01 00:21:18,276290,375331,1,2062,1519863678.0
2018-03-01 00:21:21,103520,145096,1,2064,1519863681.0
2018-03-01 00:21:26,31313,160580,1,1296,1519863686.0
2018-03-01 00:21:27,114691,31262,1,388,1519863687.0
2018-03-01 00:21:47,242935,225743,1,2201,1519863707.0
2018-03-01 00:21:53,25023,150215,1,2246,1519863713.0
2018-03-01 00:21:56,103520,130426,1,2064,1519863716.0
2018-03-01 00:21:57,276290,170805,1,2062,1519863717.0
2018-03-01 00:22:01,70268,23144,1,2254,1519863721.0
2018-03-01 00:22:04,242935,146342,1,2201,1519863724.0
2018-03-01 00:22:06,242935,308457,1,2201,1519863726.0
2018-03-01 00:22:20,102161,342757,1,842,1519863740.0
2018-03-01 00:22:21,5016,50863,1,1470,1519863741.0
2018-03-01 00:22:36,70268,311109,1,2254,1519863756.0
2018-03-01 00:22:47,70268,193651,1,2254,1519863767.0
2018-03-01 00:22:51,70268,51655,1,2254,1519863771.0
2018-03-01 00:22:52,102161,272061,1,842,1519863772.0
2018-03-01 00:23:00,133564,151929,1,137,1519863780.0
2018-03-01 00:23:18,102161,344654,1,842,1519863798.0
2018-03-01 00:23:22,133564,235658,1,137,1519863802.0
2018-03-01 00:23:24,196066,302588,1,2336,1519863804.0
2018-03-01 00:23:27,134220,188706,1,2344,1519863807.0
2018-03-01 00:23:47,102161,285492,1,842,1519863827.0
2018-03-01 00:24:08,104165,186429,1,994,1519863848.0
2018-03-01 00:24:14,251448,205830,1,1673,1519863854.0
2018-03-01 00:24:32,160763,4952,1,2407,1519863872.0
2018-03-01 00:24:38,70268,97586,1,2254,1519863878.0
2018-03-01 00:25:01,203863,69506,1,1915,1519863901.0
2018-03-01 00:25:04,276290,32167,1,2062,1519863904.0
2018-03-01 00:25:10,160763,63530,1,2407,1519863910.0
2018-03-01 00:25:12,25023,140231,1,2246,1519863912.0
2018-03-01 00:25:13,70268,155013,1,2254,1519863913.0
2018-03-01 00:25:16,196066,118001,1,2336,1519863916.0
2018-03-01 00:25:26,134220,169358,1,2344,1519863926.0
2018-03-01 00:25:26,276290,205111,1,2062,1519863926.0
2018-03-01 00:25:29,102161,234929,1,842,1519863929.0
2018-03-01 00:25:34,25023,169654,1,2246,1519863934.0
2018-03-01 00:25:49,242935,248051,1,2201,1519863949.0
2018-03-01 00:26:03,25023,246059,1,2246,1519863963.0
2018-03-01 00:26:05,242935,152487,1,2201,1519863965.0
2018-03-01 00:26:27,25023,252117,1,2246,1519863987.0
2018-03-01 00:26:31,30292,197338,1,2519,1519863991.0
2018-03-01 00:26:32,134220,141914,1,2344,1519863992.0
2018-03-01 00:26:37,25023,155624,1,2246,1519863997.0
2018-03-01 00:26:42,30292,142137,1,2519,1519864002.0
2018-03-01 00:26:46,139369,222093,1,2070,1519864006.0
2018-03-01 00:26:48,25023,56844,1,2246,1519864008.0
2018-03-01 00:26:56,154117,7062,1,2538,1519864016.0
2018-03-01 00:26:57,242935,9398,1,2201,1519864017.0
2018-03-01 00:27:02,276290,61726,1,2062,1519864022.0
2018-03-01 00:27:19,79977,280576,1,669,1519864039.0
2018-03-01 00:27:27,25023,254577,1,2246,1519864047.0
2018-03-01 00:27:35,29950,48213,1,2576,1519864055.0
2018-03-01 00:27:40,167212,81164,2,1532,1519864060.0
2018-03-01 00:27:41,103520,28791,1,2064,1519864061.0
2018-03-01 00:27:58,25023,321041,1,2246,1519864078.0
2018-03-01 00:28:07,124960,59200,1,2416,1519864087.0
2018-03-01 00:28:25,25023,342475,1,2246,1519864105.0
2018-03-01 00:28:27,124960,10379,1,2416,1519864107.0
2018-03-01 00:29:10,158085,223114,1,2661,1519864150.0
2018-03-01 00:29:15,25023,171656,1,2246,1519864155.0
2018-03-01 00:29:25,42102,14481,1,2680,1519864165.0
2018-03-01 00:29:26,158085,223114,2,2661,1519864166.0
2018-03-01 00:29:32,29950,360925,1,2576,1519864172.0
2018-03-01 00:29:40,29950,296032,1,2576,1519864180.0
2018-03-01 00:29:55,25023,38704,1,2246,1519864195.0
2018-03-01 00:30:12,25023,269790,1,2246,1519864212.0
2018-03-01 00:30:12,42102,51076,1,2680,1519864212.0
2018-03-01 00:30:18,154117,203645,1,2538,1519864218.0
2018-03-01 00:30:22,154117,287401,1,2538,1519864222.0
2018-03-01 00:30:56,196066,141848,1,2336,1519864256.0
2018-03-01 00:30:59,79977,191813,1,669,1519864259.0
2018-03-01 00:31:41,112992,202336,1,800,1519864301.0
2018-03-01 00:31:42,25023,282881,1,2246,1519864302.0
2018-03-01 00:32:36,29950,230459,1,2576,1519864356.0
2018-03-01 00:32:38,84120,125555,1,2846,1519864358.0
2018-03-01 00:32:56,136624,280991,1,2174,1519864376.0
2018-03-01 00:33:25,136624,105745,1,2174,1519864405.0
2018-03-01 00:33:52,203863,185387,1,1915,1519864432.0
2018-03-01 00:33:52,133564,55143,1,137,1519864432.0
2018-03-01 00:34:01,136624,136732,1,2174,1519864441.0
2018-03-01 00:34:03,112992,225506,1,800,1519864443.0
2018-03-01 00:34:17,136624,352290,1,2174,1519864457.0
2018-03-01 00:34:43,136624,344048,1,2174,1519864483.0
2018-03-01 00:34:53,160763,20300,1,2407,1519864493.0
2018-03-01 00:34:55,140547,6089,1,2965,1519864495.0
2018-03-01 00:35:01,29950,171699,1,2576,1519864501.0
2018-03-01 00:35:13,136624,371253,1,2174,1519864513.0
2018-03-01 00:35:55,77163,253735,1,3013,1519864555.0
2018-03-01 00:36:01,136624,350728,1,2174,1519864561.0
2018-03-01 00:36:27,29950,187358,1,2576,1519864587.0
2018-03-01 00:36:43,136624,290675,1,2174,1519864603.0
2018-03-01 00:36:44,103520,90431,1,2064,1519864604.0
2018-03-01 00:36:51,177654,111172,1,3055,1519864611.0
2018-03-01 00:37:10,136624,105860,1,2174,1519864630.0
2018-03-01 00:37:12,29950,119641,1,2576,1519864632.0
2018-03-01 00:37:53,171474,138644,1,3100,1519864673.0
2018-03-01 00:37:59,1717,9329,1,3105,1519864679.0
2018-03-01 00:38:10,77163,228339,1,3013,1519864690.0
2018-03-01 00:38:11,171474,189676,1,3100,1519864691.0
2018-03-01 00:38:13,29950,212414,1,2576,1519864693.0
2018-03-01 00:38:14,177654,349325,1,3055,1519864694.0
2018-03-01 00:38:21,29950,352177,1,2576,1519864701.0
2018-03-01 00:38:24,63342,174113,4,168,1519864704.0
2018-03-01 00:38:42,103520,6158,1,2064,1519864722.0
2018-03-01 00:38:42,151413,314913,1,1169,1519864722.0
2018-03-01 00:38:42,220321,174895,1,3148,1519864722.0
2018-03-01 00:38:48,35741,98348,1,3152,1519864728.0
2018-03-01 00:38:49,26447,201589,1,3154,1519864729.0
2018-03-01 00:38:57,171474,8688,1,3100,1519864737.0
2018-03-01 00:38:58,177654,210815,1,3055,1519864738.0
2018-03-01 00:39:02,26447,288073,1,3154,1519864742.0
2018-03-01 00:39:04,140547,51350,1,2965,1519864744.0
2018-03-01 00:39:04,177654,56476,1,3055,1519864744.0
2018-03-01 00:39:11,77163,253735,2,3013,1519864751.0
2018-03-01 00:39:13,151413,171610,1,1169,1519864753.0
2018-03-01 00:39:19,177654,16106,1,3055,1519864759.0
2018-03-01 00:39:24,29950,301377,1,2576,1519864764.0
2018-03-01 00:39:28,103520,376564,1,2064,1519864768.0
2018-03-01 00:39:30,26447,243450,1,3154,1519864770.0
2018-03-01 00:39:36,26447,92779,1,3154,1519864776.0
2018-03-01 00:39:36,220321,62526,1,3148,1519864776.0
2018-03-01 00:39:42,26447,232875,1,3154,1519864782.0
2018-03-01 00:39:43,177654,17926,1,3055,1519864783.0
2018-03-01 00:39:44,29950,274254,1,2576,1519864784.0
2018-03-01 00:39:49,10396,31144,1,3188,1519864789.0
2018-03-01 00:39:55,171474,366763,1,3100,1519864795.0
2018-03-01 00:39:58,35741,134238,1,3152,1519864798.0
2018-03-01 00:40:04,177654,202210,1,3055,1519864804.0
2018-03-01 00:40:22,184107,144847,1,1373,1519864822.0
2018-03-01 00:40:39,171474,333206,1,3100,1519864839.0
2018-03-01 00:40:40,26447,304347,1,3154,1519864840.0
2018-03-01 00:40:42,177654,119641,1,3055,1519864842.0
2018-03-01 00:40:43,207335,282726,1,3233,1519864843.0
2018-03-01 00:40:54,29950,16106,1,2576,1519864854.0
2018-03-01 00:40:54,70268,190307,1,2254,1519864854.0
2018-03-01 00:40:55,171474,292886,1,3100,1519864855.0
2018-03-01 00:40:55,103520,344469,1,2064,1519864855.0
2018-03-01 00:41:01,26447,199975,1,3154,1519864861.0
2018-03-01 00:41:19,184107,247459,1,1373,1519864879.0
2018-03-01 00:41:20,239606,93941,1,3280,1519864880.0
2018-03-01 00:41:24,26447,304009,1,3154,1519864884.0
2018-03-01 00:41:32,29950,92779,1,2576,1519864892.0
2018-03-01 00:41:39,29950,232875,1,2576,1519864899.0
2018-03-01 00:41:43,239606,312559,1,3280,1519864903.0
2018-03-01 00:41:45,7023,327212,1,814,1519864905.0
2018-03-01 00:41:54,207335,8011,1,3233,1519864914.0
2018-03-01 00:42:02,207335,61590,1,3233,1519864922.0
2018-03-01 00:42:03,177654,121701,1,3055,1519864923.0
2018-03-01 00:42:10,29950,186086,1,2576,1519864930.0
2018-03-01 00:42:29,29950,263801,1,2576,1519864949.0
2018-03-01 00:42:48,1717,9329,2,3105,1519864968.0
2018-03-01 00:42:53,184107,161351,1,1373,1519864973.0
2018-03-01 00:42:56,177654,69366,1,3055,1519864976.0
2018-03-01 00:43:00,239606,286142,1,3280,1519864980.0
2018-03-01 00:43:11,10396,285534,1,3188,1519864991.0
2018-03-01 00:43:17,184107,119073,1,1373,1519864997.0
2018-03-01 00:43:23,220321,212602,1,3148,1519865003.0
2018-03-01 00:43:28,220321,205338,1,3148,1519865008.0
2018-03-01 00:43:30,207335,240004,1,3233,1519865010.0
2018-03-01 00:43:36,430,248458,1,3383,1519865016.0
2018-03-01 00:43:42,35741,317774,1,3152,1519865022.0
2018-03-01 00:43:42,29950,17926,1,2576,1519865022.0
2018-03-01 00:43:45,239606,258492,1,3280,1519865025.0
2018-03-01 00:43:46,6933,9329,1,3392,1519865026.0
2018-03-01 00:43:47,184107,104704,1,1373,1519865027.0
2018-03-01 00:43:53,29950,284958,1,2576,1519865033.0
2018-03-01 00:43:58,239606,284327,1,3280,1519865038.0
2018-03-01 00:44:02,184107,50856,1,1373,1519865042.0
2018-03-01 00:44:03,177654,214208,1,3055,1519865043.0
2018-03-01 00:44:05,29950,218375,1,2576,1519865045.0
2018-03-01 00:44:07,430,213253,1,3383,1519865047.0
2018-03-01 00:44:09,216710,263370,1,3414,1519865049.0
2018-03-01 00:44:12,207335,359225,1,3233,1519865052.0
2018-03-01 00:44:12,220321,126957,1,3148,1519865052.0
2018-03-01 00:44:14,430,241576,1,3383,1519865054.0
2018-03-01 00:44:15,35741,23343,1,3152,1519865055.0
2018-03-01 00:44:21,10396,50041,1,3188,1519865061.0
2018-03-01 00:44:31,177654,92779,1,3055,1519865071.0
2018-03-01 00:44:34,6933,350177,1,3392,1519865074.0
2018-03-01 00:44:39,239606,240172,1,3280,1519865079.0
2018-03-01 00:44:41,35741,31190,1,3152,1519865081.0
2018-03-01 00:44:54,35741,247307,1,3152,1519865094.0
2018-03-01 00:44:56,7023,91010,1,814,1519865096.0
2018-03-01 00:45:01,177654,307260,1,3055,1519865101.0
2018-03-01 00:45:04,35741,262879,1,3152,1519865104.0
2018-03-01 00:45:26,26447,327917,1,3154,1519865126.0
2018-03-01 00:45:32,26447,174733,1,3154,1519865132.0
2018-03-01 00:45:38,180799,157263,1,3485,1519865138.0
2018-03-01 00:45:39,239606,110244,1,3280,1519865139.0
2018-03-01 00:45:41,35741,336068,1,3152,1519865141.0
2018-03-01 00:46:01,6933,304987,1,3392,1519865161.0
2018-03-01 00:46:02,29950,160015,1,2576,1519865162.0
2018-03-01 00:46:03,35741,145203,1,3152,1519865163.0
2018-03-01 00:46:18,180799,217024,1,3485,1519865178.0
2018-03-01 00:46:20,208920,9329,1,3512,1519865180.0
2018-03-01 00:46:23,29950,18239,1,2576,1519865183.0
2018-03-01 00:46:38,177654,360925,1,3055,1519865198.0
2018-03-01 00:46:41,220321,126957,2,3148,1519865201.0
2018-03-01 00:46:50,29950,106897,1,2576,1519865210.0
2018-03-01 00:46:54,177654,289214,1,3055,1519865214.0
2018-03-01 00:46:54,208920,350177,1,3512,1519865214.0
2018-03-01 00:46:54,180799,233176,1,3485,1519865214.0
2018-03-01 00:46:56,239606,50755,1,3280,1519865216.0
2018-03-01 00:47:07,239606,286812,1,3280,1519865227.0
2018-03-01 00:47:15,184107,247769,1,1373,1519865235.0
2018-03-01 00:47:16,29950,278498,1,2576,1519865236.0
2018-03-01 00:47:20,239606,295344,1,3280,1519865240.0
2018-03-01 00:47:31,208920,167501,1,3512,1519865251.0
2018-03-01 00:47:51,180799,69717,1,3485,1519865271.0
2018-03-01 00:47:52,208920,304987,1,3512,1519865272.0
2018-03-01 00:47:52,134220,76240,2,2344,1519865272.0
2018-03-01 00:48:11,239606,159760,1,3280,1519865291.0
2018-03-01 00:48:30,239606,352307,1,3280,1519865310.0
2018-03-01 00:48:31,177654,212414,1,3055,1519865311.0
2018-03-01 00:48:31,96576,100758,1,3610,1519865311.0
2018-03-01 00:48:37,29950,187919,1,2576,1519865317.0
2018-03-01 00:48:42,53638,43827,1,535,1519865322.0
2018-03-01 00:48:42,180799,210529,1,3485,1519865322.0
2018-03-01 00:48:44,239606,167003,1,3280,1519865324.0
2018-03-01 00:49:23,29950,111085,1,2576,1519865363.0
2018-03-01 00:49:30,239606,20746,1,3280,1519865370.0
2018-03-01 00:49:40,180799,196292,1,3485,1519865380.0
2018-03-01 00:49:41,177654,62290,1,3055,1519865381.0
2018-03-01 00:49:46,35741,222922,1,3152,1519865386.0
2018-03-01 00:49:51,184107,54884,1,1373,1519865391.0
2018-03-01 00:50:00,216710,166906,1,3414,1519865400.0
2018-03-01 00:50:03,255018,345196,1,3674,1519865403.0
2018-03-01 00:50:05,177654,316664,1,3055,1519865405.0
2018-03-01 00:50:27,35741,278832,1,3152,1519865427.0
2018-03-01 00:50:32,239606,175353,1,3280,1519865432.0
2018-03-01 00:50:34,208920,304987,2,3512,1519865434.0
